Id,Name,Age,Email,Join_Date,Salary,Department
0136dc8c-a09d-42fa-9c73-63d384152a93,Jeffrey,34,adavid@calderon-church.org,1970-06-27,88431.0,HR
013d9b9d-0985-4c87-91b6-7a80755b1571,Unknown,25,bradleymoreno@gross-white.biz,2020-07-21,68665.0,Sales
0147c6aa-7609-4445-a0af-01de62f661ce,Sheila,90,emilycarr@ward-oneal.com,2020-01-06,71509.0,Marketing
014c4d3d-1b13-4985-8ba2-a08419d37c75,Barbara,82,jacobmiller@miller-hancock.info,2021-03-31,121340.07,Engineering
01568134-f90a-484c-9096-12a32b7e2a71,Alicia,32,nicoledavis@hotmail.com,2021-11-15,66968.0,Support
015a6cac-27b1-474b-b9ad-0606cb78d52a,Marcus,45,jmueller@murray.com,1976-11-07,28418.44,HR
016eea4e-6320-4bf2-b819-9e9a799cdf61,Ronald,20,ljohnson@bryan.org,2003-08-24,126385.0,Unknown
01704e87-640a-4567-b94c-903cf3e84d2a,Jose,75,raymond92@hart.biz,2020-09-18,61856.11,Marketing
0170ea9c-9919-4c8b-a8b0-fbb2fc1893fb,Valerie,24,mgarcia@thompson.com,2020-10-02,106528.0,Marketing
01725d47-21ec-4a54-ada5-4459a53652ec,Emma,51,bmartinez@fletcher-barnes.net,2024-05-03,88431.0,HR
017cd71f-4105-4e3c-bf9b-b0ad305928e4,Michael,28,kdavis@tucker-swanson.org,2022-12-07,50510.0,Sales
018494a6-55d4-437b-b38a-474aa17cf39b,Meredith,46,michaelwilliams@yahoo.com,2023-03-20,86872.0,Unknown
0193c824-32fc-4399-b337-b867228858e5,Mitchell,47,luisbanks@gmail.com,2004-04-07,135592.0,Engineering
0194bd7f-eeef-40f4-9637-85dd98a658e8,Donald,66,mistylong@summers-anderson.com,2021-01-25,70239.0,Marketing
019dd686-7c66-46bd-9696-705ccd74a6ac,Martha,66,smithjaclyn@moore.org,2016-08-16,68998.0,Unknown
019f2dce-1c6b-48a3-975a-b5fc0f524662,Joshua,70,cday@bennett.biz,2020-06-20,110313.0,Marketing
01a34f0a-b357-4c16-8676-78217ee161ee,Sarah,66,gary15@hotmail.com,2017-06-04,130898.0,Sales
01aa74d8-1da6-4d5f-abc6-fc38d76f4316,Madison,37,harperpaige@hotmail.com,2017-06-04,87298.0,Engineering
01ad427c-62e8-43ac-b048-68d93cac122d,Christina,22,vcooper@hotmail.com,2017-06-04,126279.0,Support
01addbc1-c21a-4012-87fb-7746f05af926,Jamie,75,tylerfoster@miller-reeves.biz,2020-04-25,97521.0,HR
01b1e9b4-fb50-4719-ad51-4994910b04f5,Michelle,68,hayleyjones@perez.biz,2023-01-28,105200.97,Marketing
01b981f0-14d3-47ff-91d5-6e42f112747d,Michael,37,vcombs@hotmail.com,2010-05-18,106386.0,HR
01bc3cbb-5d8b-49e3-a922-343b9da2e80c,Jamie,76,whitebrenda@hotmail.com,2021-10-26,51974.63,Support
01c5ee3f-6f07-4500-b609-0f3a9b323b41,Thomas,19,jamie84@gmail.com,1977-08-31,104982.28,HR
01c70002-5cbd-46c4-bd85-94ed184ee6eb,Heather,61,jason45@yahoo.com,2021-02-22,109690.12,Unknown
01dfcf52-9556-441d-a612-73841b38c349,Kevin,79,ythomas@yahoo.com,2022-11-07,91130.0,Engineering
01e7c9b4-fffd-4eea-8f53-b10485bdf1c6,Eddie,37,jared02@yahoo.com,2024-12-01,149859.62,Unknown
01fa854b-d4ff-4bf8-a37e-73ce5c4d7a28,Cody,47,benjaminbecker@yahoo.com,2024-12-01,144424.0,Marketing
020146d9-fae5-47f6-b863-234c2dd1bb84,Unknown,66,acox@hotmail.com,2020-12-24,115026.0,Unknown
02248344-008b-4959-abc8-f04e6253fe70,Gabrielle,31,caleb40@dunn-cooper.com,2020-09-29,146368.0,Unknown
022a71f6-990c-4e68-b9bb-3cd0af078471,Matthew,21,houstonjonathan@gmail.com,2024-02-15,92398.0,Engineering
0231ac0d-dbf3-4e60-af61-53369b9cbe88,Veronica,54,sierra61@hotmail.com,2020-09-10,91130.0,Engineering
02414e10-9bf3-4052-a133-3a33350f4539,Timothy,52,ncervantes@yahoo.com,1984-07-25,125405.0,Engineering
025fd852-0a39-461c-9ab1-2c9a0656c325,Theresa,80,biancaford@gmail.com,2020-10-12,139141.0,Support
0260581c-626d-431d-8f7c-d106d1c50b00,Hannah,89,qramirez@arroyo.net,2023-04-23,116499.0,Engineering
027275a4-f803-4a7d-8daa-f99f3803126b,Unknown,37,deborahroth@gmail.com,2022-10-18,76619.0,Marketing
028f2e07-c85f-4011-bad1-4178de943274,Robert,84,omartinez@acosta.com,2020-04-23,104606.34,HR
0293dea8-498f-4b09-93e1-5f408f71f033,Debra,43,jenniferwhite@williams-weber.info,2022-07-16,81721.58,Engineering
029acb48-7a6f-4586-9f7a-931c89ffded2,Christopher,29,carloslewis@sanford.com,2020-08-05,76132.0,Sales
02a58875-55cf-4c6e-ba4a-82dc4beddb7d,Unknown,53,blakebarbara@ortega.org,2020-06-16,89687.02,Marketing
02aab91a-4370-4741-ba0a-fc6030773824,Kathleen,70,esnyder@gmail.com,1990-12-09,55522.0,HR
02b3eb5e-41a2-4a8d-bdcf-19e00973c064,Chad,19,michael60@yahoo.com,2011-05-30,63822.0,HR
02d6256d-a177-46b6-aaf8-6e18063336e5,Unknown,21,melissa05@gmail.com,2006-10-07,140138.0,HR
02db9c6e-d4fc-4321-9556-11b01bb12bb9,John,49,kimroger@harris-bates.org,1989-08-01,90689.0,Support
02de2c65-5cee-44a8-b89a-ad2ae26c0399,Carrie,37,pmoore@yahoo.com,2022-11-17,69864.0,Sales
02e6a79a-aac0-40aa-954b-532fcfa5f22b,James,28,devon28@williamson-west.info,2022-04-11,141345.0,Marketing
02f0b09c-b3c3-423d-b228-0868f08df45a,Sarah,42,valeriealexander@allison-anthony.biz,2020-01-14,37948.0,Support
02f466f7-109c-4609-abc8-fbdba6446c51,Gregory,54,johnherman@montoya.biz,2023-12-25,45111.45,HR
02fae873-2e0a-4e1d-94d3-3de1d6476f31,Mike,31,kathleenbell@yahoo.com,2020-07-13,44891.0,Unknown
030268d1-4a36-48c6-95b1-7e08c1be1672,John,58,richmondpaula@gmail.com,2020-07-13,67104.0,Engineering
0307f667-7f24-4c62-8238-1daf1a397fe9,Charles,70,cindymacias@weaver-james.com,2021-10-18,61749.0,Marketing
030bc551-1402-43cb-85dc-2f06ea968a4c,Michael,25,gutierrezcrystal@gmail.com,1986-03-11,54228.0,Sales
031cc1a2-8ae4-42fb-8307-4e2ac5b9bfe3,Jill,54,mckeeisaac@simmons.com,2010-05-28,91732.73,Support
03204ff0-77c4-45be-aabe-17621f15055b,Christine,60,maria12@kidd-aguilar.info,2020-12-21,149301.0,Unknown
032dee55-bd6b-4a91-ae5c-db091fddf1d1,Susan,39,eric35@gmail.com,2024-04-06,91261.0,Engineering
0336c12d-ff2b-4f5a-99a7-f7f505c490b7,Anthony,47,michael09@yahoo.com,2022-07-10,90689.0,Support
033c9c60-3f02-445d-bd06-9affbbc90b62,Richard,89,jroach@hotmail.com,1981-09-21,59003.0,Support
034b2d65-181c-4b14-8b9c-c438f220c737,Elizabeth,24,kimcook@robbins.com,2022-05-29,142435.0,Sales
0352ab92-5f9c-40d0-995a-d5081bedb870,Natalie,63,phampaul@mckinney.org,2021-05-31,157566.09,Sales
036619b9-4d41-447b-9a6f-3b013a1e6f7f,John,40,elizabeth15@reeves.org,2022-06-19,42655.0,HR
0373b2e1-ddc7-4b52-b3eb-900a98e4e38e,Jessica,48,brenthunt@gmail.com,2020-01-06,33168.0,Marketing
03848bbd-9501-4acb-94dd-9284a3f43953,Donald,33,dakotasmith@garrett-johnson.info,2023-02-05,138912.0,Support
0384957f-6bde-4234-a5b2-6e63be63170a,Christine,44,unguyen@wells.com,2020-08-18,145001.0,Sales
038c4485-2873-4236-af8d-3beb43e49770,Sandra,66,tina43@yahoo.com,2020-08-18,109021.0,Sales
039cb731-caff-4969-8645-99ef49f850a5,Unknown,48,phillipsmith@yahoo.com,1993-11-07,91615.5,Sales
039fee9d-b66b-4b1b-8641-eda9f9d4a685,Diane,64,parksamanda@park.org,2024-01-17,108045.0,Marketing
03aeb412-3c27-435f-a878-d86a76f0085e,Christopher,72,scottkristina@mccarthy-bennett.com,2020-07-26,126650.23,Engineering
03af00ab-bf1b-4e21-a46e-ea0010419af9,Unknown,67,peter06@hotmail.com,2020-08-16,136278.0,Sales
03cf4e4a-cec6-4af8-ba6c-fd7b76843d91,Jordan,44,jessica00@rush-page.info,2021-03-03,88031.0,Sales
03dd7460-2cf3-4eab-b96f-63ef9fae5ef5,Ryan,81,justin42@hotmail.com,2023-01-04,146378.0,Support
03f60ae8-fc52-4e82-b930-86f89d8bc49b,Erin,37,ysantos@torres.org,1977-12-06,83246.48,Engineering
040598de-e501-4fab-aaac-f57138801590,Kristine,84,crystalwoods@yahoo.com,2010-08-10,65550.9,Sales
04082a95-cc98-46fc-9121-cd8d6380d3d7,Danielle,22,tylermendez@gmail.com,2021-10-29,145203.0,Engineering
040a13b1-747e-436b-9c7a-08ca2f52f86d,Rodney,61,stonealisha@hotmail.com,2021-01-22,115869.0,Sales
040e5f6c-5a3a-4681-b2da-53d617c94e1f,Johnny,73,harriskelly@gmail.com,2005-12-31,47397.0,Marketing
041849c8-ee02-4497-aafd-0c61ed4002d0,Melanie,76,cmack@gmail.com,2024-10-01,43920.99,Marketing
042eb71e-2fc0-43e2-9f26-8c2cff0dfa74,James,41,nkennedy@robinson-elliott.com,2022-07-25,149906.24,Sales
04361072-71e4-49ca-a4db-2528bcc51073,James,73,brian35@hotmail.com,2007-11-12,50580.0,Engineering
043b1313-abc2-4158-97c9-428aa3d4f2f5,Bradley,29,marshallpaul@yahoo.com,2007-11-12,130925.0,Sales
0447977a-93ea-43bd-bb33-27a16cf120cd,Jeff,57,kimberly31@dorsey.net,2009-02-10,77161.0,Marketing
04497881-439d-4fec-9427-499c67b563a8,Nancy,59,pamela00@gmail.com,2020-10-14,30794.0,Marketing
045170d3-0e4a-4157-b4fc-c4dd371efb6b,Sarah,35,mullinskevin@tran-wolf.org,2023-02-22,79424.73,HR
0453c92b-0996-4adb-8b97-145e68b64b3f,David,63,cmartin@clark-harding.org,2023-01-16,104122.21,Engineering
045fb78b-d8ba-4f06-a244-fd86ff56dd8b,Unknown,55,rsmith@sanchez.com,2024-04-13,107994.0,Sales
04659bcd-ef37-4631-ad3b-239fbb902bc1,Unknown,89,rebecca28@hotmail.com,2024-04-13,88431.0,HR
04670c83-7016-40ff-a093-de2c780734b3,Brandi,79,normancontreras@ellison.com,2021-10-24,97771.0,Marketing
0468cf5e-53d6-405d-a827-864ddd7f7afb,Richard,49,lisaphelps@taylor-love.com,2021-08-28,84456.0,Support
046eab35-f8de-414e-93cd-b998e7cdf1e2,Richard,84,ncruz@gates.com,2022-09-08,118972.88,Marketing
0479bb3e-4e56-42be-be61-562c0d14c46e,Unknown,82,heather26@gmail.com,2020-11-02,136006.54,Unknown
047ac564-0657-4d33-9708-392dd4a098c2,Nicole,34,tony03@hernandez-ware.com,2023-06-25,110961.71,Sales
047ff3f0-bc55-4ea6-9079-56936591771c,Michael,54,bradleylisa@gmail.com,2022-06-30,78294.0,HR
04892e09-65a2-452d-bea4-707d1ba74b4a,Matthew,39,stevecook@gmail.com,2020-09-16,129206.0,HR
048b3710-9a74-4b80-9980-dbbfaf8f3a6a,Gregory,30,amandabrown@yahoo.com,2022-07-24,143275.0,Support
04ac7c93-4d85-400a-9cfe-b8155e26aa68,Megan,85,wrightmatthew@gmail.com,2021-08-18,112474.0,Sales
04c42f27-5e65-44c9-b6c8-3da262c9642c,Jordan,38,lori45@hotmail.com,1987-09-28,105567.0,Marketing
04c6a1ec-315f-435e-9d15-0a2c23ff3db9,Donna,77,paulwilson@ingram.com,2013-01-30,114017.0,HR
04cc2159-52ce-446c-bb83-10d4ec32b30a,Patrick,49,jeffreyhernandez@yahoo.com,2021-04-17,173539.45,Support
04cc598b-11a0-4211-b186-cb7095cb9404,Justin,86,kimberly90@hotmail.com,2020-01-02,125687.0,Unknown
04d1802e-b9ca-43de-8ef5-2d4dba394edb,Craig,34,cpeterson@yahoo.com,2022-12-14,90689.0,Support
04d411ac-774d-4fa8-8117-ac7e3b78f546,Christopher,66,michelewilkerson@meyers.com,2022-04-09,112375.0,Support
04dea3fe-f6b5-4232-ac84-4b401a567af8,Taylor,67,megan73@perry-anderson.com,2022-04-09,131102.0,Support
04ea191a-a586-4fd9-8a14-3b751dcdcc4a,Valerie,83,fstewart@gmail.com,2022-04-09,43399.52,Engineering
04f33df6-fa70-4f67-9134-e7a0f937df25,Danielle,65,clinealex@smith.com,1982-06-24,69786.0,Sales
05091f70-2a49-4d3f-be63-94d59d1ed1f6,William,89,adamsmolly@hotmail.com,2022-10-13,159510.88,Sales
05260e65-b032-4340-8eee-f58d8120a22d,Unknown,46,michaeljones@blair.com,2021-03-29,74040.0,Support
0534a4f6-4a69-4d10-b97b-5821d11110cb,Nicole,78,jamesfrench@gmail.com,2022-08-13,89687.02,Marketing
05370380-25d2-4064-984e-8867122b2067,Stephen,63,kathleen24@yahoo.com,2020-03-06,112615.0,Sales
05488b7c-b35c-43d9-98dd-def413bf9a32,Unknown,63,hannakathryn@grimes.com,2020-12-17,72526.0,Marketing
05523255-c77b-4674-9f39-7c55a30dbc38,Mark,49,amandabaird@tate-burns.info,2021-11-20,113352.64,Marketing
055fd478-54c6-4a34-afe7-cad8fd81da22,Robert,20,andersonlisa@ramos.com,2024-05-06,90689.0,Support
05642187-d35f-4dda-9ce6-2da832305900,Amy,40,drewstevenson@hotmail.com,2023-11-07,57801.0,Sales
058d4d45-bdb0-4864-b38c-578fde6e3ef3,Casey,28,julie77@yahoo.com,2021-02-15,55617.0,Engineering
059f59cc-df9b-4062-8d1f-ac1a5b098090,James,41,donna16@gmail.com,2021-02-15,35465.0,Marketing
05aad1d8-a624-49df-91ab-d91884f3404e,Robert,61,pmorgan@yahoo.com,2022-05-23,89186.0,Support
05ac473c-7ef1-4827-8b4f-bd572621afd9,Daniel,81,wrodriguez@gmail.com,2021-02-28,96708.0,Sales
05acfa46-1833-47f3-aae5-8f75517b8911,Unknown,49,jamesrobinson@davidson.com,2022-07-27,45950.0,HR
05c7d64e-0fec-44ee-88fe-eb3d3621e572,Rachael,60,delgadobobby@gmail.com,2020-04-29,107416.0,Support
05ecef64-cf31-4af3-a2da-c9bcf27239eb,Brittany,40,sean83@hayes.net,2006-08-30,84744.0,Marketing
05f08451-ab89-4bae-a17d-820beb40771b,Denise,41,sanchezryan@lopez.net,2020-04-29,89687.02,Marketing
0609c262-b7fd-44bc-8474-72cc6652cc35,April,40,egallegos@hotmail.com,2020-02-28,37976.88,Sales
060ab287-290b-4dbc-a26c-0f5259747b90,Karen,26,christopher41@yahoo.com,2022-02-20,72860.0,Sales
0613adfa-2f70-4988-85d9-b540168417b2,Justin,89,chelsea84@cordova-gill.com,2023-03-04,52628.09,Support
0616f162-687c-4b1c-baad-4947a20853a1,Jennifer,84,josephcoleman@yahoo.com,1988-10-28,112098.62,Support
06210bcc-709f-496c-8928-e65eb9f19f64,Joseph,74,briangonzalez@smith.com,2020-07-04,92570.0,Support
0621aa55-90ea-4aad-b9bd-ebf0610f75c3,Unknown,65,garrettjustin@wilson-webster.com,1973-05-06,111145.0,HR
0623b884-eefd-44e1-9481-07c8debf75df,Krista,27,zsolis@gmail.com,2023-06-02,136644.0,Support
062991f2-f251-4276-91f1-28b51cf3cbc0,John,49,igreen@gmail.com,2021-05-10,71643.0,Support
0639a33f-1e2e-489d-9f9c-3d6a82a5a79d,Allison,74,loweryandres@ramirez-matthews.com,2021-05-25,133873.0,Marketing
063b78a6-8f99-4313-a10f-dba56a173d6b,Melissa,54,lewisanthony@yahoo.com,2021-12-02,51134.0,Sales
063cd27d-4875-467c-a49b-91ac05dcc2a9,Unknown,53,christophermorales@long.com,2022-08-24,117152.0,Engineering
0644c801-17f0-4a76-a07b-40e4994b692e,Sarah,18,bortega@hotmail.com,2020-10-13,53164.0,Support
06467ab3-821f-4d42-b4d4-9ae9d4ff8f6d,Leonard,43,kaufmandavid@freeman.com,2020-08-03,34743.0,HR
066b3932-6368-4cf2-b70d-6141c10be529,Cynthia,37,christina55@gmail.com,2020-08-03,32079.95,Engineering
066d3aa1-fe97-4114-8e5e-e9f48389b2c8,Bryce,54,stacy23@hotmail.com,2022-08-12,80742.97,HR
06705a87-bf31-4c8f-bc6c-07ca494db8ec,Benjamin,55,kgutierrez@gmail.com,2020-09-07,144305.0,Unknown
067197d0-dd6d-4384-93e5-1f27623117e3,Tony,64,dmarquez@jones-bowers.com,2022-06-08,149213.78,Unknown
067dd4eb-d94c-4a9c-b43b-a13947a12f04,Connie,72,ymontoya@hotmail.com,2022-04-02,73505.0,Unknown
06986158-0a42-4232-ab8a-5c417986ed06,Unknown,54,ayoung@white-cummings.net,2021-03-22,141729.0,HR
069c9748-1f28-44d0-8181-723a8e1ba9ab,Unknown,54,ericdiaz@allen-baker.info,2024-07-04,52593.0,Marketing
06a2a1f4-b034-4961-a97c-d1454965baa8,Jonathan,36,robertsaaron@mclaughlin.com,2024-03-14,47786.9,Sales
06b5ffd0-bee3-415c-b3b9-171f2a050189,Linda,55,evansdouglas@brock.org,2022-12-16,38588.0,Engineering
06c5f3fa-cb1d-4ce6-b62b-87265256813d,Kenneth,41,iallen@rogers.com,2011-06-25,47619.0,Unknown
06c92c37-d69c-41d6-8593-983c9b4d1b6f,Justin,81,matthew98@hotmail.com,2021-01-22,89382.0,Engineering
06db8bc2-f00e-4d01-9115-4c6f10890b21,Unknown,68,steven79@robertson.com,2024-01-02,73140.0,Sales
06fcf157-2441-405c-8559-32e82c3ed265,Daniel,34,maureenharris@gmail.com,2009-01-19,126831.0,Unknown
070d34db-b13f-40a3-adaa-1d87af1db958,Carlos,59,hannah18@gmail.com,2020-07-14,102017.0,HR
070f3baa-407a-4144-a5f9-fbe7749bde83,Kathy,83,amy78@crawford.biz,2022-04-22,48798.31,HR
0715b259-2475-4e6b-bb2d-1b8a731286bd,Daniel,64,vgonzalez@bowers-mitchell.com,2021-04-21,34389.0,Marketing
071b6c23-43ea-4581-860f-ca88c1313a27,Andrew,65,herrerabrian@norton-adkins.net,2021-04-21,116346.81,Marketing
0733c942-6851-4b4f-a94c-d37e83f30992,Herbert,60,cruzkayla@gmail.com,2021-10-05,90689.0,Support
073afe5c-fd76-4f1c-9e6a-833f6e5d21c9,Angel,30,pmeadows@fuller-cox.com,2022-07-19,85583.0,Sales
0750a74c-a081-47e9-9c3b-e746d571a8a0,Jamie,43,owenannette@bryant.com,2022-05-25,147220.0,Unknown
07638d51-1811-433a-b883-63e93aeab3eb,Cheyenne,88,katiecombs@yahoo.com,1985-08-17,90689.0,Support
0766067a-f101-4494-84a2-022c778fcbcc,Travis,90,dolson@shaffer.com,2021-03-21,85799.77,Sales
0773e722-7b6c-4863-a0dd-7c6bb0dd9571,Amanda,82,gtaylor@johnson-garrett.net,2021-07-30,51620.0,Sales
0785ce40-ee77-4d5d-bbca-73295ac74c93,Brian,27,christopher03@rice-larson.com,2023-03-18,33040.0,Unknown
07865536-ea42-4ff8-a0ba-b66b5f49e492,Joshua,68,brianna62@gmail.com,2024-05-28,126865.43,Support
078b2ff3-143b-4fb7-9e0e-c0661f55684a,Grace,86,jwells@hotmail.com,2020-01-10,104194.03,Support
07934e17-56d7-4b05-b240-5427e6dbbedc,Tina,48,brownlee@gmail.com,2022-03-16,64402.0,Marketing
07940192-f08f-47e2-a4d6-a9a4a5d61986,Terrance,20,grantkyle@hotmail.com,1998-12-02,127108.11,Unknown
07b04e7e-d4dc-4cd9-b8d7-06f628cc06f4,Zachary,43,anthonyhernandez@hotmail.com,2022-02-07,125229.0,Engineering
07bf4f4e-4a79-4ba9-b40a-38b6f96730c1,Vincent,76,jacksonchristine@hotmail.com,2023-06-13,149957.41,Sales
07c22dbc-8bee-4498-a75b-a32adcbf792e,Christine,45,coreybarnett@smith-vasquez.com,2021-01-10,40058.0,HR
07ca0c58-b7b2-47a0-912e-f3ffb5eb6351,Kevin,51,michellemosley@gmail.com,2022-09-11,145417.0,Marketing
07e9ccd0-dda5-4313-83aa-1a0668f85a30,Unknown,61,currymatthew@davis.com,2013-04-23,118993.0,Support
07f043aa-cb58-4d5e-a618-e71933d598cb,Randy,81,hgarrison@harvey.com,2000-06-24,64481.0,Support
07f3a5b7-815a-4adc-bfe1-f9f9f3b7063f,Lawrence,59,balvarado@brown.org,2021-06-23,37978.08,Marketing
080400bb-3bcf-4880-bb24-dc3a23584b33,Jenna,80,melissawilson@yahoo.com,2022-05-14,62200.0,Unknown
08042584-9be6-43cb-bba6-17abd41755b2,Unknown,74,fshepherd@hotmail.com,2022-05-14,88232.0,Engineering
0807a2fe-a4ac-43b4-ab7a-8585596f7125,Michael,58,gregoryvillarreal@yahoo.com,2024-02-02,87558.0,Engineering
080885c4-591f-49f2-a4e8-4e6061b836dc,Martin,36,ronald95@yahoo.com,2023-09-18,93349.0,Marketing
081b1c6d-9dfe-473c-96a2-ec770fcdb61c,Phillip,87,jennifer35@yahoo.com,1970-12-11,81532.0,Unknown
08210ed7-7417-4c80-b01b-34045f89c3f1,Daniel,37,matthew43@odonnell.com,2024-11-05,44760.44,Support
0823cde9-521b-40c3-8510-6e281ba78f10,Fernando,33,jreynolds@yahoo.com,2022-04-22,96910.0,HR
08399e5c-105f-4f19-b75e-df922da72202,Marilyn,45,elizabethgonzales@hansen-lang.com,2024-02-04,91615.5,Sales
083e2ca2-af18-4867-9468-abe378c743db,Matthew,31,stacywright@gmail.com,1980-09-11,43270.0,Engineering
0844cbe3-cff2-4216-9252-6c7bd90f4a68,Ann,48,smithruben@gmail.com,2022-11-14,30049.0,Marketing
0849f9ce-21b4-46de-be66-ab1021e6fc2c,Kyle,50,henrysarah@hanson-allen.com,2020-03-13,146734.0,Marketing
084b9366-9e1a-47ad-9d61-70e609091a68,Kevin,73,victoriaholland@gmail.com,2020-05-02,98154.38,Support
084b97d4-a596-48d9-be5b-b410c53d6872,Vincent,50,ejohnson@gonzalez-grant.com,2020-12-19,90305.0,Sales
084e1c17-d9e6-418a-9940-b7f0416ce3c5,Jeffrey,90,bowmanjoyce@yahoo.com,2023-05-30,95271.48,Unknown
085955a8-7e72-40bc-a414-afa5f890e2c6,Matthew,34,paulwalker@allen.com,2021-06-10,137455.0,HR
085b5313-3ab7-43b4-a676-9169067cdb6b,Geoffrey,72,stacyhickman@hotmail.com,2021-06-10,120056.0,Support
0873a6af-f4a3-4ce4-b366-d44ae8762578,Unknown,31,troy78@caldwell-mitchell.com,2021-11-14,110513.52,Marketing
08751d9b-4140-45f1-b006-07d189cfe937,Charles,61,joneslinda@yahoo.com,1994-03-18,58123.0,Marketing
088154ec-d2da-4f3b-903b-df35daa0101b,Lauren,43,rbentley@gmail.com,2020-11-08,60574.0,Engineering
088740ea-66aa-457f-a5e6-d1083c3b84bd,Donald,80,joelwest@lopez.com,1996-03-07,58438.0,HR
08920ef4-947a-4f6c-82d3-b2df18b99be1,Kimberly,29,normanbrandi@yahoo.com,1993-04-01,91954.0,Marketing
08a2c469-4d0a-4474-9adc-b080966e2130,Richard,68,michaelhernandez@lee.com,2021-12-05,65728.0,Unknown
08b1d8d4-2e76-46a9-9ea0-b0eacf0131e6,Steven,65,lowerycody@morse.org,2021-01-18,107971.27,HR
08b3e292-33a2-46bf-970c-86e05e91f108,Jonathan,40,davidlove@yahoo.com,2021-07-28,84941.0,HR
08b4b554-0f89-4aba-9310-5118db659996,Lisa,54,frankpalmer@yahoo.com,2022-08-09,122240.37,Support
